Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
202807,G48005309605021,480539605021,36,3
202808,G48005309605022,480539605022,59,5
202809,G48005309606001,480539606001,39,3
202810,G48005309606002,480539606002,36,3
202811,G48005309606003,480539606003,37,3
202812,G48005309607011,480539607011,53,4
202813,G48005309607012,480539607012,53,4
202814,G48005309607013,480539607013,56,5
202815,G48005309607021,480539607021,40,3
202816,G48005309607022,480539607022,42,3
202817,G48005309608011,480539608011,65,6
202818,G48005309608012,480539608012,60,5
202819,G48005309608021,480539608021,34,2
202820,G48005309608022,480539608022,20,1
202821,G48005309608031,480539608031,63,6
202822,G48005309608032,480539608032,16,1
202823,G48005509601021,480559601021,59,5
202824,G48005509601022,480559601022,70,7
202825,G48005509601023,480559601023,58,5
202826,G48005509601031,480559601031,68,6
202827,G48005509601032,480559601032,67,6
202828,G48005509601033,480559601033,67,6
202829,G48005509601041,480559601041,63,6
202830,G48005509602001,480559602001,75,7
202831,G48005509602002,480559602002,62,6
202832,G48005509602003,480559602003, , 
202833,G48005509602004,480559602004,65,6
202834,G48005509603001,480559603001,51,4
202835,G48005509603002,480559603002,36,3
202836,G48005509603003,480559603003,66,6
202837,G48005509604001,480559604001,82,8
202838,G48005509604002,480559604002,82,8
202839,G48005509604003,480559604003,82,8
202840,G48005509605011,480559605011,68,6
202841,G48005509605012,480559605012,67,6
202842,G48005509605013,480559605013, , 
202843,G48005509605021,480559605021,69,6
202844,G48005509605022,480559605022,68,6
202845,G48005509606001,480559606001,56,5
202846,G48005509606002,480559606002,51,4
202847,G48005509607011,480559607011,88,9
202848,G48005509607012,480559607012,88,9
202849,G48005509607013,480559607013,88,9
202850,G48005509607021,480559607021,66,6
202851,G48005509607022,480559607022,62,6
202852,G48005700001001,480570001001,90,9
202853,G48005700001002,480570001002,96,10
202854,G48005700001003,480570001003,69,6
202855,G48005700001004,480570001004,44,3
202856,G48005700002001,480570002001,92,9
202857,G48005700002002,480570002002,86,9
202858,G48005700002003,480570002003,85,8
202859,G48005700002004,480570002004,85,8
202860,G48005700003001,480570003001,84,8
202861,G48005700003002,480570003002,78,7
202862,G48005700004011,480570004011,82,8
202863,G48005700004012,480570004012,75,7
202864,G48005700004021,480570004021,72,7
202865,G48005700004022,480570004022,76,7
202866,G48005700005011,480570005011,52,4
202867,G48005700005012,480570005012,41,3
202868,G48005700005013,480570005013,68,6
202869,G48005700005021,480570005021,64,6
202870,G48005700005022,480570005022,85,8
202871,G48005709900000,480579900000, , 
202872,G48005900301011,480590301011,71,7
202873,G48005900301012,480590301012,87,9
202874,G48005900301013,480590301013,79,8
202875,G48005900301014,480590301014,78,7
202876,G48005900301021,480590301021,58,5
202877,G48005900301022,480590301022,72,7
202878,G48005900301023,480590301023,74,7
202879,G48005900301024,480590301024,85,8
202880,G48005900302001,480590302001,92,9
202881,G48005900302002,480590302002,91,9
202882,G48005900302003,480590302003,83,8
202883,G48005900302004,480590302004,87,9
202884,G48006100101011,480610101011,80,8
202885,G48006100101012,480610101012,83,8
202886,G48006100101013,480610101013,85,8
202887,G48006100101021,480610101021,81,8
202888,G48006100101022,480610101022,81,8
202889,G48006100101023,480610101023,81,8
202890,G48006100101031,480610101031,86,9
202891,G48006100101032,480610101032,94,10
202892,G48006100102011,480610102011,81,8
202893,G48006100102012,480610102012,95,10
202894,G48006100102041,480610102041,71,7
202895,G48006100102042,480610102042,63,6
202896,G48006100102051,480610102051,96,10
202897,G48006100102052,480610102052,97,10
202898,G48006100102053,480610102053,99,10
202899,G48006100102054,480610102054,95,10
202900,G48006100103011,480610103011,98,10
202901,G48006100103012,480610103012,98,10
202902,G48006100103013,480610103013,96,10
202903,G48006100103031,480610103031,71,7
202904,G48006100103032,480610103032,76,7
202905,G48006100103033,480610103033,71,7
202906,G48006100103034,480610103034,68,6
202907,G48006100103041,480610103041,81,8
202908,G48006100103042,480610103042,84,8
202909,G48006100103043,480610103043,77,7
202910,G48006100104031,480610104031,92,9
202911,G48006100104032,480610104032,82,8
202912,G48006100104041,480610104041,57,5
202913,G48006100104042,480610104042,78,7
202914,G48006100104051,480610104051,51,4
202915,G48006100104052,480610104052,64,6
202916,G48006100104053,480610104053,66,6
202917,G48006100104061,480610104061,75,7
202918,G48006100104062,480610104062,96,10
202919,G48006100105001,480610105001,99,10
202920,G48006100105002,480610105002,97,10
202921,G48006100106021,480610106021,71,7
202922,G48006100106031,480610106031,96,10
202923,G48006100106032,480610106032,98,10
202924,G48006100106033,480610106033,99,10
202925,G48006100106041,480610106041,97,10
202926,G48006100106042,480610106042,74,7
202927,G48006100106043,480610106043,85,8
202928,G48006100107001,480610107001,85,8
202929,G48006100107002,480610107002,91,9
202930,G48006100107003,480610107003,92,9
202931,G48006100108011,480610108011,89,9
202932,G48006100108012,480610108012,83,8
202933,G48006100108013,480610108013,97,10
202934,G48006100108021,480610108021,89,9
202935,G48006100108022,480610108022,90,9
202936,G48006100108023,480610108023, , 
202937,G48006100109001,480610109001,97,10
202938,G48006100109002,480610109002,98,10
202939,G48006100110001,480610110001,98,10
202940,G48006100110002,480610110002,98,10
202941,G48006100110003,480610110003,98,10
202942,G48006100111001,480610111001,100,10
202943,G48006100111002,480610111002,99,10
202944,G48006100111003,480610111003,92,9
202945,G48006100112001,480610112001,92,9
202946,G48006100112002,480610112002,98,10
202947,G48006100113011,480610113011,80,8
202948,G48006100113012,480610113012,86,9
202949,G48006100113021,480610113021,50,4
202950,G48006100113022,480610113022,82,8
202951,G48006100113023,480610113023,60,5
202952,G48006100114011,480610114011,97,10
202953,G48006100114012,480610114012,97,10
202954,G48006100114013,480610114013,80,8
202955,G48006100114021,480610114021,98,10
202956,G48006100114022,480610114022,90,9
202957,G48006100114023,480610114023,89,9
202958,G48006100115001,480610115001,100,10
202959,G48006100115002,480610115002,97,10
202960,G48006100115003,480610115003,97,10
202961,G48006100115004,480610115004,98,10
202962,G48006100115005,480610115005,95,10
202963,G48006100116011,480610116011,100,10
202964,G48006100116012,480610116012,100,10
202965,G48006100116021,480610116021,89,9
202966,G48006100116022,480610116022,98,10
202967,G48006100117011,480610117011,91,9
202968,G48006100117012,480610117012,91,9
202969,G48006100117021,480610117021,99,10
202970,G48006100117022,480610117022,100,10
202971,G48006100117023,480610117023,99,10
202972,G48006100118011,480610118011,96,10
202973,G48006100118012,480610118012,88,9
202974,G48006100118013,480610118013,98,10
202975,G48006100118014,480610118014,94,10
202976,G48006100118021,480610118021,98,10
202977,G48006100118022,480610118022,97,10
202978,G48006100118023,480610118023,78,7
202979,G48006100119031,480610119031,96,10
202980,G48006100119032,480610119032,97,10
202981,G48006100119033,480610119033,99,10
202982,G48006100119041,480610119041,97,10
202983,G48006100119042,480610119042,94,10
202984,G48006100119051,480610119051,90,9
202985,G48006100119061,480610119061,QDI,QDI
202986,G48006100119062,480610119062,98,10
202987,G48006100119063,480610119063,98,10
202988,G48006100119071,480610119071,97,10
202989,G48006100119072,480610119072,96,10
202990,G48006100119081,480610119081,93,9
202991,G48006100119082,480610119082,76,7
202992,G48006100120021,480610120021,50,4
202993,G48006100120022,480610120022,69,6
202994,G48006100120023,480610120023,60,5
202995,G48006100120024,480610120024,83,8
202996,G48006100120031,480610120031,74,7
202997,G48006100120032,480610120032,95,10
202998,G48006100120033,480610120033,92,9
202999,G48006100120041,480610120041,89,9
203000,G48006100120042,480610120042,58,5
203001,G48006100120043,480610120043,80,8
203002,G48006100121031,480610121031,86,9
203003,G48006100121041,480610121041,75,7
203004,G48006100121042,480610121042,78,7
203005,G48006100121043,480610121043,78,7
203006,G48006100121051,480610121051,97,10
203007,G48006100121052,480610121052,97,10
203008,G48006100121061,480610121061,93,9
203009,G48006100121062,480610121062,93,9
203010,G48006100122011,480610122011,98,10
203011,G48006100122012,480610122012,98,10
203012,G48006100122013,480610122013,98,10
203013,G48006100122021,480610122021,72,7
203014,G48006100122022,480610122022,67,6
203015,G48006100122023,480610122023,69,6
203016,G48006100122031,480610122031,94,10
203017,G48006100122032,480610122032,95,10
203018,G48006100122033,480610122033,95,10
203019,G48006100123011,480610123011,54,4
203020,G48006100123012,480610123012,58,5
203021,G48006100123013,480610123013,55,5
203022,G48006100123014,480610123014,56,5
203023,G48006100123041,480610123041,72,7
203024,G48006100123042,480610123042,77,7
203025,G48006100123043,480610123043,69,6
203026,G48006100123044,480610123044,93,9
203027,G48006100123051,480610123051,39,3
203028,G48006100124021,480610124021,83,8
203029,G48006100124022,480610124022,89,9
203030,G48006100124023,480610124023,97,10
203031,G48006100124024,480610124024,88,9
203032,G48006100124031,480610124031,83,8
203033,G48006100124032,480610124032,81,8
203034,G48006100124041,480610124041,87,9
203035,G48006100124042,480610124042,87,9
203036,G48006100124043,480610124043,87,9
203037,G48006100125061,480610125061,83,8
203038,G48006100125062,480610125062,44,3
203039,G48006100125063,480610125063,54,4
203040,G48006100125081,480610125081,96,10
203041,G48006100125082,480610125082,97,10
203042,G48006100125091,480610125091,95,10
203043,G48006100125092,480610125092,95,10
203044,G48006100125101,480610125101,92,9
203045,G48006100125102,480610125102,90,9
203046,G48006100125103,480610125103,94,10
203047,G48006100125111,480610125111,96,10
203048,G48006100125112,480610125112,96,10
203049,G48006100125113,480610125113,99,10
203050,G48006100125121,480610125121,99,10
203051,G48006100125122,480610125122,99,10
203052,G48006100125131,480610125131,63,6
203053,G48006100125132,480610125132,94,10
203054,G48006100125141,480610125141,82,8
203055,G48006100125142,480610125142,82,8
203056,G48006100125151,480610125151,64,6
203057,G48006100125152,480610125152,64,6
203058,G48006100125161,480610125161,78,7
203059,G48006100125162,480610125162,79,8
203060,G48006100125163,480610125163,76,7
203061,G48006100125171,480610125171,63,6
203062,G48006100125172,480610125172,49,4
203063,G48006100125173,480610125173,69,6
203064,G48006100126071,480610126071,91,9
203065,G48006100126072,480610126072,100,10
203066,G48006100126081,480610126081,82,8
203067,G48006100126082,480610126082,84,8
203068,G48006100126083,480610126083,77,7
203069,G48006100126084,480610126084,QDI,QDI
203070,G48006100126131,480610126131,74,7
203071,G48006100126132,480610126132,72,7
203072,G48006100126133,480610126133,61,5
203073,G48006100126134,480610126134,73,7
203074,G48006100126141,480610126141,97,10
203075,G48006100126142,480610126142,97,10
203076,G48006100126151,480610126151,98,10
203077,G48006100126152,480610126152,99,10
203078,G48006100126153,480610126153,98,10
203079,G48006100126161,480610126161,71,7
203080,G48006100126162,480610126162,75,7
203081,G48006100126171,480610126171,93,9
203082,G48006100126172,480610126172,73,7
203083,G48006100126173,480610126173,54,4
203084,G48006100127001,480610127001,90,9
203085,G48006100127002,480610127002,92,9
203086,G48006100127003,480610127003,92,9
203087,G48006100127004,480610127004,92,9
203088,G48006100128001,480610128001,97,10
203089,G48006100128002,480610128002,97,10
203090,G48006100128003,480610128003,97,10
203091,G48006100128004,480610128004,97,10
203092,G48006100129001,480610129001,94,10
203093,G48006100129002,480610129002,89,9
203094,G48006100129003,480610129003,82,8
203095,G48006100129004,480610129004,83,8
203096,G48006100130021,480610130021,78,7
203097,G48006100130022,480610130022,83,8
203098,G48006100130023,480610130023,82,8
203099,G48006100130024,480610130024,82,8
203100,G48006100130031,480610130031,97,10
203101,G48006100130032,480610130032,97,10
203102,G48006100130041,480610130041,87,9
203103,G48006100130042,480610130042,93,9
203104,G48006100130043,480610130043,96,10
203105,G48006100131021,480610131021,57,5
203106,G48006100131022,480610131022,83,8
203107,G48006100131023,480610131023,87,9
203108,G48006100131041,480610131041,80,8
203109,G48006100131042,480610131042,83,8
203110,G48006100131043,480610131043,84,8
203111,G48006100131061,480610131061,93,9
203112,G48006100131062,480610131062,93,9
203113,G48006100131063,480610131063,93,9
203114,G48006100132031,480610132031,98,10
203115,G48006100132032,480610132032,98,10
203116,G48006100132041,480610132041,98,10
203117,G48006100132042,480610132042,95,10
203118,G48006100132051,480610132051,95,10
203119,G48006100132052,480610132052,97,10
203120,G48006100132061,480610132061,97,10
203121,G48006100132062,480610132062,95,10
203122,G48006100132063,480610132063,97,10
203123,G48006100132071,480610132071,87,9
203124,G48006100132072,480610132072,100,10
203125,G48006100132073,480610132073,83,8
203126,G48006100133031,480610133031,90,9
203127,G48006100133032,480610133032,92,9
203128,G48006100133033,480610133033,98,10
203129,G48006100133051,480610133051,91,9
203130,G48006100133052,480610133052,98,10
203131,G48006100133053,480610133053,96,10
203132,G48006100133054,480610133054,99,10
203133,G48006100133061,480610133061,99,10
203134,G48006100133062,480610133062,99,10
203135,G48006100133071,480610133071,99,10
203136,G48006100133072,480610133072,98,10
203137,G48006100133081,480610133081,96,10
203138,G48006100133082,480610133082,93,9
203139,G48006100133083,480610133083,96,10
203140,G48006100133091,480610133091,98,10
203141,G48006100133092,480610133092,97,10
203142,G48006100134011,480610134011,99,10
203143,G48006100134012,480610134012,99,10
203144,G48006100134021,480610134021,92,9
203145,G48006100134022,480610134022,98,10
203146,G48006100134023,480610134023,100,10
203147,G48006100135001,480610135001,60,5
203148,G48006100135002,480610135002,91,9
203149,G48006100136001,480610136001,95,10
203150,G48006100136002,480610136002,95,10
203151,G48006100136003,480610136003,95,10
203152,G48006100136004,480610136004,95,10
203153,G48006100137001,480610137001,92,9
203154,G48006100137002,480610137002,100,10
203155,G48006100137003,480610137003,100,10
203156,G48006100137004,480610137004,99,10
203157,G48006100138011,480610138011,100,10
203158,G48006100138012,480610138012,100,10
203159,G48006100138021,480610138021,100,10
203160,G48006100138022,480610138022,97,10
203161,G48006100138023,480610138023,100,10
203162,G48006100138024,480610138024,99,10
203163,G48006100139011,480610139011,100,10
203164,G48006100139012,480610139012,98,10
203165,G48006100139021,480610139021,94,10
203166,G48006100139022,480610139022,95,10
203167,G48006100139023,480610139023,93,9
203168,G48006100139031,480610139031,99,10
203169,G48006100139032,480610139032,99,10
203170,G48006100140011,480610140011,98,10
203171,G48006100140012,480610140012,100,10
203172,G48006100140013,480610140013,100,10
203173,G48006100140021,480610140021,100,10
203174,G48006100140022,480610140022,100,10
